999999,530,1,12,15,13,9,7,5,73,60,8,5,5,1334446777999
999999,530,2,11,16,15,4,8,2,52,51,9,6,6,111233456667888
999999,530,3,11,17,14,4,8,4,62,61,5,9,4,23345666677888
999999,530,4,17,15,10,10,8,2,113,64,6,4,5,2335568999
999999,530,5,9,11,14,5,7,1,48,35,7,7,4,22222344788889
999999,530,6,8,11,15,5,8,0,44,43,12,3,7,112233456677789
999999,530,7,9,9,13,3,4,0,41,34,6,7,2,1233344467889
999999,530,8,11,10,11,3,6,0,77,38,7,4,5,13345577888
999999,530,9,9,16,18,2,7,5,62,63,12,6,9,233445566666678888
999999,530,10,10,10,9,5,4,2,68,38,4,5,3,134445699
999999,530,11,9,17,10,3,8,1,57,62,6,4,4,1234455555
999999,530,12,15,9,8,6,3,2,90,34,4,4,2,12367778
999999,530,13,13,17,8,6,6,3,78,70,4,4,3,22555788
999999,530,14,10,17,10,6,8,1,51,60,4,6,1,3344567779
999999,530,15,15,9,11,8,5,4,100,31,6,5,1,11223457889
999999,530,16,9,16,12,4,6,1,47,55,7,5,6,122344456889
999999,530,17,12,12,15,5,5,1,58,44,7,8,4,122233555667777
999999,530,18,18,9,10,9,4,2,116,30,5,5,2,1222335578
999999,530,19,9,9,10,7,4,1,66,29,7,3,6,1233345677
999999,530,20,9,14,12,7,9,1,50,54,9,3,8,222334456789
