999999,292,1,10,16,25,1,0,1,1,1,2,2,2,3,2,2,2,5,1
999999,292,2,10,17,19,2,1,1,2,1,2,1,3,0,2,0,2,1,1
999999,292,3,9,17,23,1,0,2,1,2,2,3,0,0,3,4,1,2,2
999999,292,4,11,19,23,2,5,0,1,3,3,1,0,1,1,1,1,1,3
999999,292,5,11,15,26,2,0,0,3,4,3,2,1,1,4,3,2,0,1
999999,292,6,10,14,25,1,4,0,4,1,0,1,3,1,1,3,1,3,2
999999,292,7,10,20,22,3,2,3,0,3,1,0,0,2,2,2,2,1,1
999999,292,8,8,16,25,0,3,1,0,4,0,3,2,2,1,2,3,4,0
999999,292,9,13,12,25,0,0,1,3,4,2,2,3,1,2,1,1,2,3
999999,292,10,11,15,25,1,1,1,2,5,1,4,0,1,3,1,2,1,2
999999,292,11,13,15,24,1,1,0,4,1,4,0,1,2,1,4,2,1,2
999999,292,12,11,20,20,1,2,1,1,1,1,2,2,2,3,1,1,2,0
999999,292,13,11,12,32,4,7,2,2,1,0,4,0,0,2,1,3,2,4
999999,292,14,11,20,28,2,2,1,1,2,1,3,2,1,5,2,2,1,3
999999,292,15,8,13,29,0,3,4,3,3,3,2,1,3,1,2,1,2,1
999999,292,16,9,13,27,0,3,2,1,2,3,2,2,0,3,5,3,1,0
999999,292,17,10,13,26,1,1,1,3,3,4,1,2,1,1,2,2,3,1
999999,292,18,9,14,26,2,3,0,2,6,1,3,3,1,2,0,3,0,0
999999,292,19,11,13,23,0,4,1,0,2,0,1,3,4,1,1,3,0,3
999999,292,20,12,13,31,1,4,0,1,5,1,6,0,2,4,1,1,2,3
999999,292,21,11,14,27,0,0,2,0,1,3,3,3,5,4,1,2,1,2
999999,292,22,9,19,18,1,3,2,1,1,2,0,1,1,3,1,1,1,0
999999,292,23,10,21,23,3,2,2,1,3,2,0,2,1,0,2,2,1,2
999999,292,24,9,19,21,3,2,1,2,1,0,1,4,0,3,2,1,0,1
999999,292,25,11,16,22,2,2,1,2,1,2,3,1,1,3,0,0,0,4
999999,292,26,10,18,24,0,3,1,1,1,1,6,2,3,1,1,0,1,3
999999,292,27,10,19,20,2,0,0,1,3,0,3,0,4,1,1,1,3,1
999999,292,28,9,18,25,1,2,2,2,1,1,4,1,2,1,4,2,2,0
999999,292,29,10,20,25,0,2,1,2,2,6,2,3,0,0,3,1,1,2
999999,292,30,10,15,25,1,2,1,0,3,3,2,1,1,3,1,1,4,2
